"Id","Sales"
1,3976.028
24825,4373.066
5993,3387.83
37665,5064.74
18833,3683.936
12841,5231.284
19689,3379.728
857,4163.37
15409,4778.066
38521,5824.212
13697,5117.92
7705,3544.09
39377,5738.362
20545,3658.852
1713,4569.738
16265,4251.466
33385,4799.98
27393,5103.476
2569,4948.028
40233,5187.652
21401,4410.64
35953,4445.15
34241,3996.482
3425,4652.448
22257,3863.548
9417,4267.14
30817,3599.57
10273,4294.422
35097,4241.316
23113,3982.706
4281,3983.31
14553,5656.292
8561,3971.71
29961,3397.64
25681,4916.61
5137,3549.736
23969,4263.974
36809,4834.512
17977,3553.296
26537,5269.188
11985,4767.364
6849,3481.388
17121,3615.07
29105,3811.454
32529,4059.562
11129,4444.466
31673,3551.958
28249,4376.928
23970,7471.236
1714,9315.21
24826,8237.796
18834,5658.422
38522,9978.9
5994,5680.836
35954,7629.88
2,7380.824
39378,3834.938
4282,3785.948
29106,5662.708
8562,6297.688
9418,3036.344
25682,8796.76
19690,5288.57
34242,3860.538
16266,4372.818
22258,3444.19
26538,9824.652
20546,5287.292
10274,4088.514
30818,5778.36
37666,8649.358
33386,3720.48
14554,11663.14
858,8294.686
21402,3421.786
2570,9872.85
11130,7326.428
5138,5456.84
40234,4427.568
32530,5998.468
36810,8316.29
11986,7836.902
15410,3566.184
35098,7485.408
29962,5346.766
23114,6968.904
17978,5603.43
31674,5934.306
28250,3735.744
6850,5845.312
13698,9286.718
27394,3465.934
7706,5865.106
17122,6238.61
12842,8624.426
3426,3377.842
4283,6280.186
23971,10451.87
24827,10803.7
1715,11256.98
8563,9513.306
5995,8121.18
29107,10090.872
38523,15068.68
34243,7695.266
22259,6800.634
35955,10741.7
3,8856.106
20547,9331.65
39379,5506.26
16267,8318.572
26539,13982.06
23115,10809
18835,9308.502
25683,12457.86
37667,12613.14
859,9409.772
17123,10607.356
5139,8392.756
19691,8948.678
9419,3797.636
7707,8954.518
11987,9619.204
10275,6033.664
35099,11346
33387,5585.726
14555,14072.9
21403,5270.144
2571,12354.4
11131,9676.956
29963,8855.882
15411,5229.088
28251,7278.406
32531,10948.66
13699,12888.74
36811,10950.42
30819,9530.882
40235,8006.012
6851,8090.01
12843,10915.42
27395,5542.43
17979,9253.252
3427,4259.564
31675,10373.08
860,7324.298
24828,6896.09
5996,6085.98
4284,3636.16
26540,9065.056
23972,7507.776
1716,8383.608
28252,3475.714
4,7770.808
23116,6079.576
37668,7514.432
16268,4137.886
35956,7568.062
11132,6133.34
19692,4844.908
5140,5450.218
22260,3129.31
32532,5910.638
11988,7968.556
30820,5247.398
39380,3620.11
10276,3610.476
33388,3543.23
14556,10282.62
40236,3684.832
25684,7481.526
6852,5257.842
17124,5312.152
34244,3355.48
15412,4609.022
3428,3486.196
20548,5265.622
9420,3026.268
17980,5848.556
21404,3661.44
35100,6332.004
7708,5485.952
8564,6005.924
29108,5142.666
2572,9889.736
29964,5624.806
36812,7091.966
38524,9138.844
27396,3676.228
13700,8786.494
31676,5453.192
12844,7815.812
18836,5067.432
16269,6882.042
23973,8057.376
4285,6077.11
11989,7779.376
11133,7562.522
861,7641.978
23117,7632.192
1717,8434.738
5997,5987.856
5,7186.078
17125,6689.584
34245,6443.978
22261,5983.268
21405,4678.456
26541,11268.2
9421,4315.766
30821,5949.936
10277,6376.578
35101,7456.694
33389,5041.346
35957,7628.582
5141,5907.34
12845,8821.598
6853,6147.368
36813,7725.738
20549,6619.666
3429,4393.716
32533,7025.64
2573,10938.24
8565,7413.886
24829,8292.212
29109,6369.094
18837,6206.722
25685,8860.022
15413,4944.204
40237,6541.4
38525,12014.82
7709,6202.59
17981,6141.768
39381,5082.884
27397,4769.884
29965,5741.792
31677,5960.252
19693,5817.032
14557,11808.86
28253,6594.798
13701,9532.17
37669,8427.422
24830,5650.658
34246,4870.552
35102,5992.964
10278,4920.694
20550,5155.828
5142,5212.054
16270,5061.696
22262,4614.142
15414,4591.088
30822,4838.082
11990,6101.38
6,5780.464
11134,5687.898
8566,5743.584
862,6048.434
29966,4782.898
13702,6471.45
17126,5228.008
26542,7315.1
39382,5170.732
1718,6763.774
17982,4841.006
33390,4759.004
27398,4894.382
29110,5255.502
2574,7585.316
19694,4634.04
40238,5214.776
35958,5820.05
3430,4685.126
28254,5006.186
9422,4314.576
32534,5608.9
36814,5727.206
18838,4894.184
23118,5679.836
4286,4866.148
14558,7336.316
38526,7453.06
12846,6189.858
6854,4998.476
25686,6232.18
21406,4755.304
23974,5609.948
7710,5284.766
37670,6144.742
31678,5128.46
5998,5040.784
5143,6497.938
22263,5571.844
4287,5527.92
26543,9432.866
10279,5423.068
24831,8824.778
27399,4845.532
29111,6807.37
18839,7478.792
23975,7742.324
11135,7148.102
25687,8107.366
19695,6153.852
30823,7457.212
13703,9027.368
15415,5270.722
33391,4454.562
9423,3071.966
29967,6221.566
17983,6561.802
14559,11902.08
35959,7700.614
2575,9463.572
8567,7246.974
32535,7420.8
6855,7008.22
863,8613.866
3431,3630.678
39383,4819.04
23119,7283.986
21407,4913.44
20551,6570.77
40239,6068.692
16271,6941.422
7711,6569.18
37671,8703.816
12847,9286.228
28255,5993.348
31679,6814.71
5999,6649.178
36815,8713.34
35103,7409.924
17127,6817.868
1719,8405.948
11991,7824.26
34247,5817.114
7,7358.598
38527,10860.72
33392,5504.102
26544,11032.78
15416,6351.732
23120,7797.37
9424,4178.46
10280,5722.324
3432,5294.086
22264,5927.712
35960,8221.496
13704,8799.132
27400,6160.23
24832,8999.416
28256,6487.01
25688,9165.62
4288,6002.988
2576,11154.18
7712,5744.028
6856,6195.352
30824,6095.314
5144,6075.902
11136,7325.844
39384,5329.042
14560,13331.1
21408,6135.368
35104,7872.278
40240,5717.216
31680,6137.878
864,8901.244
20552,5871.55
8568,6263.764
23976,8277.96
29968,5683.236
36816,9025.298
38528,11948.86
17128,6046.916
34248,6135.28
16272,7137.082
29112,6251.004
8,8016.932
32536,6425.738
12848,8563.16
11992,7814.56
17984,5887.348
6000,6008.556
19696,5549.422
18840,6250.144
37672,9161.478
1720,9560.294
9425,4166.36
23121,6007.606
7713,3276.354
22265,4186.412
23977,5866.364
13705,6374.684
24833,6398.376
5145,3720.228
35105,6186.148
3433,5106.334
30825,3663.662
10281,4141.514
34249,4625.142
28257,5066.606
33393,5117.854
11137,5686.952
15417,5515.434
865,6174.458
35961,5768.246
25689,6836.274
27401,5631.73
4289,4292.326
39385,5592.01
38529,8474.45
20553,3569.74
36817,6278.74
2577,7787.96
29969,3944.582
32537,3826.974
37673,6722.188
19697,3575
14561,8305.106
21409,5368.164
12849,6234.116
40241,4801.5
18841,3616.59
31681,3707.074
16273,4791.492
26545,8038.938
29113,4242.478
17985,3789.492
8569,3746.056
11993,5654.89
1721,6513.714
6857,3373.236
6001,3561.08
17129,3791.782
9,5327.688
23122,5935.664
39386,3728.196
35106,5744.796
13706,6493.688
24834,6046.508
36818,5882.82
8570,5320.9
3434,3643.152
4290,3274.942
27402,3763.626
26546,7859.736
19698,4560.646
5146,4616.894
40242,3574.264
2578,7377.888
29970,4568.268
33394,3705.118
30826,4818.672
15418,3806.934
25690,6608.83
28258,3314.896
38530,7595.738
9426,3220.584
32538,5157.034
6002,4754.474
31682,4791.204
37674,6400.37
35962,5905.048
21410,3843.042
34250,3242.916
22266,3152.83
17130,5044.874
29114,4799.924
866,5726.908
16274,3603.42
7714,4779.52
14562,9434.086
10282,3370.412
18842,4622.542
17986,4716.624
6858,4797.066
1722,6425.368
11138,5805.968
23978,5983.156
20554,5137.274
10,5592.142
11994,6009.454
12850,6116.162
3435,4052.438
