"Id","Sales"
1,3866.12
24825,4321.27
5993,3378.8
37665,5083.66
18833,3651.83
12841,5023.76
19689,3225.52
857,4039.22
15409,4337.63
38521,6152.18
13697,4962.41
7705,3706.62
39377,6051.94
20545,3757.98
1713,4793.77
16265,4243.43
33385,4618.96
27393,4780.93
2569,4696.01
40233,5321.67
21401,3996.75
35953,4499.84
34241,4088.9
3425,5037.69
22257,3703.42
9417,4386.26
30817,3764.96
10273,4535.13
35097,4308.5
23113,3947.68
4281,4021.18
14553,6183.45
8561,4415.47
29961,3128.5
25681,4891.88
5137,3488.15
23969,4088.89
36809,4891.49
17977,3409.64
26537,5164.55
11985,4489.15
6849,3580.93
17121,3637.41
29105,3587.12
32529,4022.36
11129,3715.08
31673,3568.45
28249,4443.5
23970,7558.3
1714,9968.31
24826,8179.24
18834,5603.02
38522,10184.9
5994,5668.98
35954,7720.44
2,7439.58
39378,4357.04
4282,3853.21
29106,5496.97
8562,6353.11
9418,2641.61
25682,9034.67
19690,5340.23
34242,3773.85
16266,4611.07
22258,3470.14
26538,9909.84
20546,5566.55
10274,4265.4
30818,6027.97
37666,8835.89
33386,3523.55
14554,11326.7
858,8329.14
21402,2918.68
2570,9584.21
11130,6700.7
5138,5516
40234,4502.72
32530,6051.14
36810,8106.18
11986,7996.1
15410,3239.82
35098,7482.34
29962,5042.07
23114,7058.69
17978,5569.62
31674,6018.85
28250,3962.59
6850,5894.3
13698,9805.41
27394,3015.75
7706,6194.63
17122,6547.8
12842,8708.93
3426,3277.9
4283,6102.76
23971,10825
24827,11060.6
1715,11473.4
8563,9464.38
5995,7982.97
29107,9797.94
38523,15083.4
34243,7468.26
22259,6778.06
35955,10827.8
3,9165.89
20547,9614.7
39379,6127.66
16267,7926.38
26539,13874.4
23115,11078.3
18835,8773.37
25683,12548
37667,12517.4
859,9524.25
17123,9850.28
5139,8281.39
19691,9049.68
9419,3867.62
7707,8563.4
11987,10836
10275,5302.33
35099,11449.3
33387,5646.52
14555,13139.9
21403,5652.15
2571,11983.1
11131,9197.54
29963,8009.25
15411,4764.32
28251,7155.98
32531,10459.1
13699,13217.4
36811,10700.6
30819,9514.44
40235,5632.19
6851,7887.22
12843,11456
27395,5756.61
17979,9184.52
3427,4295.47
31675,10208
860,7362.13
24828,7103.16
5996,6104
4284,3827.61
26540,8655.08
23972,7490.53
1716,8794.66
28252,3474.96
4,7575.74
23116,5922.87
37668,7683.18
16268,3982.52
35956,7678.17
11132,5476.98
19692,4789.13
5140,5707.78
22260,3003.44
32532,5598.71
11988,7793.7
30820,5517.62
39380,3811.4
10276,3687.17
33388,3319.25
14556,9585.7
40236,3258.03
25684,7508.04
6852,5159.24
17124,5082.34
34244,3328.43
15412,4657.09
3428,3362.56
20548,5103.66
9420,2638.8
17980,5958.17
21404,3665.18
35100,6416.47
7708,5305.08
8564,5855.98
29108,5274.24
2572,9339.45
29964,5139.12
36812,7395.2
38524,8604.23
27396,3592.05
13700,8027.12
31676,5674.7
12844,7796.95
18836,4866.42
16269,6902.09
23973,7918.91
4285,6255.27
11989,7151.5
11133,6577.12
861,7435.68
23117,7427.04
1717,8397.21
5997,5696.91
5,7140.77
17125,6663.57
34245,6319.86
22261,5880.45
21405,4065.66
26541,11021.5
9421,3793.17
30821,5798.34
10277,6314.3
35101,7544.9
33389,4314.17
35957,7670.75
5141,5693.52
12845,8525.37
6853,5932.17
36813,7761.76
20549,6612.24
3429,4091.47
32533,6608.69
2573,10567.5
8565,7145.64
24829,7658.36
29109,5860.69
18837,5854.76
25685,8501
15413,4430.05
40237,5469.99
38525,11989.5
7709,5772.69
17981,6117.43
39381,4417
27397,3980.8
29965,5294.11
31677,5982.55
19693,5245.21
14557,10813.5
28253,6565.13
13701,9195.63
37669,8744.97
24830,5849.45
34246,4902.92
35102,6035.35
10278,5045.94
20550,5422.88
5142,5039.59
16270,4884.52
22262,4557.84
15414,4161.57
30822,4825.71
11990,5959.12
6,5681.24
11134,4955.97
8566,5478.65
862,6000.03
29966,4490.66
13702,6369.1
17126,5104.79
26542,7435.38
39382,5461.63
1718,6879.52
17982,5092.58
33390,4455.45
27398,4440.49
29110,5147.3
2574,7339.7
19694,4683.27
40238,5682.72
35958,6066.22
3430,4963.71
28254,4945.85
9422,4301.98
32534,5515.67
