"Id","Sales"
1,4042.534
24825,4488.05
5993,3349.211
37665,5066.669
18833,3663.06
12841,5191.325
19689,3371.646
857,4204.948
15409,5004.199
38521,5827.958
13697,5147.283
7705,3503.168
39377,5656.428
20545,3781.903
1713,4586.68
16265,4277.624
33385,4757.627
27393,5117.41
2569,5040.818
40233,5137.798
21401,4629.915
35953,4472.071
34241,3972.522
3425,4660
22257,3912.655
9417,4099.901
30817,3554.437
10273,4210.08
35097,4311.589
23113,4015.066
4281,4016.84
14553,5897.27
8561,3871.487
29961,3513.299
25681,4916.165
5137,3517.466
23969,4307.902
36809,4880.216
17977,3594.682
26537,5402.709
11985,4781.995
6849,3458.45
17121,3828.916
29105,3886.143
32529,3947.915
11129,4449.227
31673,3530.015
28249,4354.179
23970,7418.256
1714,9286.66
24826,8293.219
18834,5609.848
38522,9990.156
5994,5648.834
35954,7650.739
2,7364.871
39378,3961.481
4282,3779.411
29106,5739.133
8562,6033.15
9418,3148.827
25682,8801.961
19690,5280.547
34242,3861.08
16266,4417.274
22258,3502.9
26538,9930.956
20546,5235.952
10274,3987.831
30818,5835.499
37666,8613.814
33386,3848.643
14554,11864.32
858,8246.09
21402,3668.183
2570,9826.083
11130,7240.06
5138,5547.777
40234,4363.826
32530,5877.971
36810,8281.975
11986,7775.463
15410,3844.898
35098,7349.538
29962,5398.769
23114,6981.826
17978,5574.621
31674,5914.314
28250,3754.461
6850,5896.906
13698,9048.007
27394,3696.947
7706,5905.214
17122,6233.528
12842,8650.35
3426,3488.216
4283,6194.675
23971,10590.095
24827,11047.9
1715,11257.7
8563,9336.875
5995,7915.918
29107,10202.316
38523,15042.28
34243,7623.253
22259,6775.552
35955,10890.86
3,8839.997
20547,9197.868
39379,5213.694
16267,8007.564
26539,14011.23
23115,10917.86
18835,9136.265
25683,12588.82
37667,12443.88
859,9389.136
17123,10641.458
5139,8413.49
19691,8990.111
9419,3757.558
7707,8877.15
11987,9483.639
10275,6122.789
35099,11387.45
33387,5305.657
14555,14644.13
21403,5113.236
