"Id","Sales"
1,4060.36
24825,4568.02714285714
5993,3482.17142857143
37665,4976.42571428571
18833,3683.27857142857
12841,5173.93714285714
19689,3358.69857142857
857,4277.25142857143
15409,5141.84
38521,5621.45428571429
13697,5162.56
7705,3646.4
39377,5436.23857142857
20545,3675.44428571429
1713,4620.85285714286
16265,4319.58857142857
33385,4778.25142857143
27393,5085.98857142857
2569,5020.62571428571
40233,4768.45285714286
21401,4573.81428571429
35953,4453.65857142857
34241,4184.82142857143
3425,4795.35714285714
22257,3881.70285714286
9417,4256.81714285714
30817,3617.76
10273,4272.43285714286
35097,4364.52857142857
23113,4151.78142857143
4281,4123.16714285714
14553,5625.72857142857
8561,3960.81571428571
29961,3487.54142857143
25681,4818.30285714286
5137,3615.41142857143
23969,4373.45428571429
36809,4796.49714285714
17977,3617.59714285714
26537,5335.30285714286
11985,4663.61428571429
6849,3622.35428571429
17121,3979.71714285714
29105,3881.92714285714
32529,3947.12285714286
11129,4468.32714285714
31673,3564.11142857143
28249,4360.17571428571
23970,7494.96857142857
1714,9026.45428571429
24826,8143.61428571428
18834,5567.22
38522,9883.57
5994,5638.90142857143
35954,7520.54
2,7300.17428571428
39378,4371.90571428571
4282,3848.92142857143
29106,5829.66857142857
8562,5871.54571428571
9418,3456.11
25682,8732.03285714286
19690,5241.13714285714
34242,4023.86571428572
16266,4379.29
22258,3593.72571428571
26538,9896.28714285714
20546,5108.25142857143
10274,4028.06
30818,5792.84285714286
37666,8333.36
33386,4052.93
14554,11595.8142857143
858,8129.61
21402,3757.37571428571
2570,9684.05142857143
11130,7272.59857142857
5138,5628.96714285714
40234,4413.97428571429
32530,5909.70571428571
36810,8041.47285714286
11986,7672.43142857143
15410,4172.19
35098,7340.74857142857
29962,5319.85
23114,7034.96142857143
17978,5569.96571428571
31674,5878.80857142857
28250,3899.16571428571
6850,5904.17428571429
13698,8938.97714285714
27394,3830.04428571429
7706,5965.05428571429
17122,6306.02857142857
12842,8370.85714285714
3426,3754.22285714286
4283,6179.76428571429
23971,10657.1857142857
24827,10889.7285714286
1715,11247.4714285714
8563,9239.14714285714
5995,7989.92142857143
29107,10260.9842857143
38523,15133.4714285714
34243,7491.57285714286
22259,6708.84714285714
35955,10840.4571428571
3,9013.69285714286
20547,9189.15142857143
39379,5178.25
16267,7750.19714285714
26539,14488.9857142857
23115,10767.4714285714
18835,9199.32714285714
25683,12369.3285714286
37667,12428.1571428571
859,9490.95857142857
17123,10605.3571428571
5139,8366.41
19691,9008.91857142857
9419,3806.52714285714
7707,8852.76571428572
11987,9466.42714285714
10275,6053.74285714286
35099,11261.3142857143
33387,5048.05571428571
14555,15325.6714285714
21403,4773.03857142857
2571,12624.5142857143
11131,9679.57571428571
29963,8893.86571428571
15411,5143.63142857143
28251,7276.54714285714
32531,10576.5714285714
13699,12781.3428571429
36811,10897.6
30819,9400.14285714286
40235,7687.06
6851,8116.18142857143
12843,10773.9857142857
27395,4951.22857142857
17979,9413.87714285714
3427,4106.82
31675,10019.7285714286
860,7150.86428571428
24828,6795.41571428571
5996,6018.02714285714
4284,3549.71428571429
26540,9085.90285714286
23972,7390.54857142857
1716,8174.47142857143
28252,3434.49428571429
4,7514.97428571429
23116,6034.51285714286
37668,7362.08
16268,3880.84571428571
35956,7271.22714285714
11132,6174.60428571428
19692,4811.34714285714
5140,5357.84
22260,3172.27571428571
32532,5753.65857142857
11988,7693.64428571428
30820,5200.49714285714
39380,4045.91714285714
10276,3441.58857142857
33388,3812.31
14556,10039.7757142857
40236,3604.57142857143
25684,7503.53428571428
6852,5341.58142857143
17124,5380.57142857143
34244,3403.11714285714
15412,4604.86428571428
3428,3989.52857142857
20548,5050.43714285714
9420,3532.08428571429
17980,5731.34142857143
21404,3841.59285714286
35100,6233.15428571429
7708,5526.79571428571
8564,5992.54571428571
29108,5182.55428571429
2572,9601.10571428571
29964,5397.17857142857
36812,6778.38857142857
38524,9166.71571428571
27396,3958.61285714286
13700,8722.69857142857
31676,5333.96714285714
12844,7782.58142857143
18836,5031.45714285714
16269,6749.44
23973,7974.18
4285,6179.72571428571
11989,7879.9
11133,7549.24714285714
861,7609.48857142857
23117,7555.18857142857
1717,8429.99428571429
5997,5978.55285714286
5,7186.61857142857
17125,7006.41428571429
34245,6416.75428571429
22261,6051.94857142857
21405,4391.09714285714
26541,11319.8428571429
9421,4001.43857142857
30821,6152.19714285714
10277,6132.79714285714
35101,7458.04142857143
33389,4501.47714285714
35957,7471.48142857143
5141,6114.82142857143
12845,8686.01285714286
6853,6189.95857142857
36813,7590.67285714286
20549,6338.67285714286
3429,4280.70428571429
32533,7016.81571428571
2573,10687.3
8565,7362.79
24829,8173.81571428571
29109,6635.89714285714
18837,6251.19285714286
25685,8796.04142857143
15413,4518.28142857143
40237,6567.26285714286
38525,11321.3714285714
7709,6308.41571428571
17981,6339.70285714286
39381,4572.14285714286
27397,4648.56857142857
29965,5808.62571428571
31677,6032.69571428571
19693,5920.13571428571
14557,11376.0142857143
28253,6551.81571428571
13701,9358.83285714286
37669,8300.31428571428
24830,5598.94428571429
34246,4843.10285714286
35102,5785.70857142857
10278,4767.06857142857
20550,4958.71714285714
5142,5266.80571428571
16270,4881.86142857143
22262,4494.09714285714
15414,5205.82857142857
30822,4901.24428571429
11990,6009.00285714286
6,5702.34428571429
11134,5709.59142857143
8566,5823.49714285714
862,5953.13428571429
29966,4645.46428571429
13702,6519.47714285714
17126,5403.21285714286
26542,7226.41142857143
39382,5463.45714285714
